metric,input_type,lower_is_better,taxonomy_root,taxonomy_leaf,taxonomy_path,reference_id,scenario_id,scenario_key,family,level_idx,level_factor,lead_steps,delay_steps,score_raw,score_oriented,base_score_oriented,score_gap,normalized_penalty,normalized_score
taf,binary,False,TEM,PTDM,TEM/PTDM,r5_single_short,r5_single_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.46153846,0.46153846,1.00000000,0.53846154,0.58668197,0.41331803
taf,binary,False,TEM,PTDM,TEM/PTDM,r5_single_short,r5_single_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.29268293,0.29268293,1.00000000,0.70731707,0.77065890,0.22934110
taf,binary,False,TEM,PTDM,TEM/PTDM,r5_single_short,r5_single_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.08219178,0.08219178,1.00000000,0.91780822,1.00000000,0.00000000
taf,binary,False,TEM,PTDM,TEM/PTDM,r6_high_density,r6_high_density__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
taf,binary,False,TEM,PTDM,TEM/PTDM,r6_high_density,r6_high_density__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.93723663,0.93723663,1.00000000,0.06276337,0.06838397,0.93161603
taf,binary,False,TEM,PTDM,TEM/PTDM,r6_high_density,r6_high_density__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.90095562,0.90095562,1.00000000,0.09904438,0.10791402,0.89208598
taf,binary,False,TEM,PTDM,TEM/PTDM,r6_high_density,r6_high_density__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.89834926,0.89834926,1.00000000,0.10165074,0.11075379,0.88924621
taf,binary,False,TEM,PTDM,TEM/PTDM,r6_high_density,r6_high_density__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.89834926,0.89834926,1.00000000,0.10165074,0.11075379,0.88924621
taf,binary,False,TEM,PTDM,TEM/PTDM,r6_high_density,r6_high_density__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.89834926,0.89834926,1.00000000,0.10165074,0.11075379,0.88924621
taf,binary,False,TEM,PTDM,TEM/PTDM,r6_high_density,r6_high_density__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.96938765,0.96938765,1.00000000,0.03061235,0.03335375,0.96664625
taf,binary,False,TEM,PTDM,TEM/PTDM,r6_high_density,r6_high_density__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.92061339,0.92061339,1.00000000,0.07938661,0.08649586,0.91350414
taf,binary,False,TEM,PTDM,TEM/PTDM,r6_high_density,r6_high_density__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.46153846,0.46153846,1.00000000,0.53846154,0.58668197,0.41331803
taf,binary,False,TEM,PTDM,TEM/PTDM,r6_high_density,r6_high_density__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.25646644,0.25646644,1.00000000,0.74353356,0.81011866,0.18988134
taf,binary,False,TEM,PTDM,TEM/PTDM,r6_high_density,r6_high_density__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.11214987,0.11214987,1.00000000,0.88785013,0.96735910,0.03264090
td,binary,True,TEM,TMEM,TEM/TMEM,r1_sparse_two_short,r1_sparse_two_short__on_time,on_time,on_time,0,0.00000000,0,0,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,1.00000000
td,binary,True,TEM,TMEM,TEM/TMEM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,20.00000000,-20.00000000,-0.00000000,20.00000000,0.00186376,0.99813624
td,binary,True,TEM,TMEM,TEM/TMEM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,90.00000000,-90.00000000,-0.00000000,90.00000000,0.00838692,0.99161308
td,binary,True,TEM,TMEM,TEM/TMEM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,210.00000000,-210.00000000,-0.00000000,210.00000000,0.01956947,0.98043053
td,binary,True,TEM,TMEM,TEM/TMEM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,342.00000000,-342.00000000,-0.00000000,342.00000000,0.03187028,0.96812972
td,binary,True,TEM,TMEM,TEM/TMEM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,506.00000000,-506.00000000,-0.00000000,506.00000000,0.04715311,0.95284689
td,binary,True,TEM,TMEM,TEM/TMEM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,6.00000000,-6.00000000,-0.00000000,6.00000000,0.00055913,0.99944087
td,binary,True,TEM,TMEM,TEM/TMEM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,20.00000000,-20.00000000,-0.00000000,20.00000000,0.00186376,0.99813624
td,binary,True,TEM,TMEM,TEM/TMEM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,90.00000000,-90.00000000,-0.00000000,90.00000000,0.00838692,0.99161308
td,binary,True,TEM,TMEM,TEM/TMEM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,210.00000000,-210.00000000,-0.00000000,210.00000000,0.01956947,0.98043053
td,binary,True,TEM,TMEM,TEM/TMEM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,272.00000000,-272.00000000,-0.00000000,272.00000000,0.02534713,0.97465287
td,binary,True,TEM,TMEM,TEM/TMEM,r2_single_long,r2_single_long__on_time,on_time,on_time,0,0.00000000,0,0,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,1.00000000
td,binary,True,TEM,TMEM,TEM/TMEM,r2_single_long,r2_single_long__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,820.00000000,-820.00000000,-0.00000000,820.00000000,0.07641413,0.92358587
td,binary,True,TEM,TMEM,TEM/TMEM,r2_single_long,r2_single_long__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,3321.00000000,-3321.00000000,-0.00000000,3321.00000000,0.30947722,0.69052278
td,binary,True,TEM,TMEM,TEM/TMEM,r2_single_long,r2_single_long__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,4095.00000000,-4095.00000000,-0.00000000,4095.00000000,0.38160470,0.61839530
td,binary,True,TEM,TMEM,TEM/TMEM,r2_single_long,r2_single_long__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,4095.00000000,-4095.00000000,-0.00000000,4095.00000000,0.38160470,0.61839530
td,binary,True,TEM,TMEM,TEM/TMEM,r2_single_long,r2_single_long__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,4095.00000000,-4095.00000000,-0.00000000,4095.00000000,0.38160470,0.61839530
td,binary,True,TEM,TMEM,TEM/TMEM,r2_single_long,r2_single_long__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,136.00000000,-136.00000000,-0.00000000,136.00000000,0.01267356,0.98732644
td,binary,True,TEM,TMEM,TEM/TMEM,r2_single_long,r2_single_long__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,820.00000000,-820.00000000,-0.00000000,820.00000000,0.07641413,0.92358587
td,binary,True,TEM,TMEM,TEM/TMEM,r2_single_long,r2_single_long__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,3321.00000000,-3321.00000000,-0.00000000,3321.00000000,0.30947722,0.69052278
td,binary,True,TEM,TMEM,TEM/TMEM,r2_single_long,r2_single_long__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,7503.00000000,-7503.00000000,-0.00000000,7503.00000000,0.69918926,0.30081074
td,binary,True,TEM,TMEM,TEM/TMEM,r2_single_long,r2_single_long__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,10731.00000000,-10731.00000000,-0.00000000,10731.00000000,1.00000000,0.00000000
td,binary,True,TEM,TMEM,TEM/TMEM,r3_multi_short,r3_multi_short__on_time,on_time,on_time,0,0.00000000,0,0,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,1.00000000
td,binary,True,TEM,TMEM,TEM/TMEM,r3_multi_short,r3_multi_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,50.00000000,-50.00000000,-0.00000000,50.00000000,0.00465940,0.99534060
td,binary,True,TEM,TMEM,TEM/TMEM,r3_multi_short,r3_multi_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,156.00000000,-156.00000000,-0.00000000,156.00000000,0.01453732,0.98546268
td,binary,True,TEM,TMEM,TEM/TMEM,r3_multi_short,r3_multi_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,297.00000000,-297.00000000,-0.00000000,297.00000000,0.02767682,0.97232318
td,binary,True,TEM,TMEM,TEM/TMEM,r3_multi_short,r3_multi_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,555.00000000,-555.00000000,-0.00000000,555.00000000,0.05171932,0.94828068
td,binary,True,TEM,TMEM,TEM/TMEM,r3_multi_short,r3_multi_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,893.00000000,-893.00000000,-0.00000000,893.00000000,0.08321685,0.91678315
td,binary,True,TEM,TMEM,TEM/TMEM,r3_multi_short,r3_multi_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,5.00000000,-5.00000000,-0.00000000,5.00000000,0.00046594,0.99953406
td,binary,True,TEM,TMEM,TEM/TMEM,r3_multi_short,r3_multi_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,50.00000000,-50.00000000,-0.00000000,50.00000000,0.00465940,0.99534060
td,binary,True,TEM,TMEM,TEM/TMEM,r3_multi_short,r3_multi_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,140.00000000,-140.00000000,-0.00000000,140.00000000,0.01304631,0.98695369
td,binary,True,TEM,TMEM,TEM/TMEM,r3_multi_short,r3_multi_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,297.00000000,-297.00000000,-0.00000000,297.00000000,0.02767682,0.97232318
td,binary,True,TEM,TMEM,TEM/TMEM,r3_multi_short,r3_multi_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,455.00000000,-455.00000000,-0.00000000,455.00000000,0.04240052,0.95759948
td,binary,True,TEM,TMEM,TEM/TMEM,r4_two_close,r4_two_close__on_time,on_time,on_time,0,0.00000000,0,0,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,1.00000000
td,binary,True,TEM,TMEM,TEM/TMEM,r4_two_close,r4_two_close__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,42.00000000,-42.00000000,-0.00000000,42.00000000,0.00391389,0.99608611
td,binary,True,TEM,TMEM,TEM/TMEM,r4_two_close,r4_two_close__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,114.00000000,-114.00000000,-0.00000000,114.00000000,0.01062343,0.98937657
td,binary,True,TEM,TMEM,TEM/TMEM,r4_two_close,r4_two_close__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,226.00000000,-226.00000000,-0.00000000,226.00000000,0.02106048,0.97893952
td,binary,True,TEM,TMEM,TEM/TMEM,r4_two_close,r4_two_close__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,361.00000000,-361.00000000,-0.00000000,361.00000000,0.03364085,0.96635915
td,binary,True,TEM,TMEM,TEM/TMEM,r4_two_close,r4_two_close__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,532.00000000,-532.00000000,-0.00000000,532.00000000,0.04957599,0.95042401
td,binary,True,TEM,TMEM,TEM/TMEM,r4_two_close,r4_two_close__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,12.00000000,-12.00000000,-0.00000000,12.00000000,0.00111826,0.99888174
td,binary,True,TEM,TMEM,TEM/TMEM,r4_two_close,r4_two_close__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,42.00000000,-42.00000000,-0.00000000,42.00000000,0.00391389,0.99608611
td,binary,True,TEM,TMEM,TEM/TMEM,r4_two_close,r4_two_close__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,181.00000000,-181.00000000,-0.00000000,181.00000000,0.01686702,0.98313298
td,binary,True,TEM,TMEM,TEM/TMEM,r4_two_close,r4_two_close__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,364.00000000,-364.00000000,-0.00000000,364.00000000,0.03392042,0.96607958
td,binary,True,TEM,TMEM,TEM/TMEM,r4_two_close,r4_two_close__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,516.00000000,-516.00000000,-0.00000000,516.00000000,0.04808499,0.95191501
td,binary,True,TEM,TMEM,TEM/TMEM,r5_single_short,r5_single_short__on_time,on_time,on_time,0,0.00000000,0,0,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,1.00000000
td,binary,True,TEM,TMEM,TEM/TMEM,r5_single_short,r5_single_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,10.00000000,-10.00000000,-0.00000000,10.00000000,0.00093188,0.99906812
td,binary,True,TEM,TMEM,TEM/TMEM,r5_single_short,r5_single_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,28.00000000,-28.00000000,-0.00000000,28.00000000,0.00260926,0.99739074
td,binary,True,TEM,TMEM,TEM/TMEM,r5_single_short,r5_single_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,55.00000000,-55.00000000,-0.00000000,55.00000000,0.00512534,0.99487466
td,binary,True,TEM,TMEM,TEM/TMEM,r5_single_short,r5_single_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,105.00000000,-105.00000000,-0.00000000,105.00000000,0.00978474,0.99021526
td,binary,True,TEM,TMEM,TEM/TMEM,r5_single_short,r5_single_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,171.00000000,-171.00000000,-0.00000000,171.00000000,0.01593514,0.98406486
td,binary,True,TEM,TMEM,TEM/TMEM,r5_single_short,r5_single_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,-1.00000000,-0.00000000,1.00000000,0.00009319,0.99990681
td,binary,True,TEM,TMEM,TEM/TMEM,r5_single_short,r5_single_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,10.00000000,-10.00000000,-0.00000000,10.00000000,0.00093188,0.99906812
td,binary,True,TEM,TMEM,TEM/TMEM,r5_single_short,r5_single_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,28.00000000,-28.00000000,-0.00000000,28.00000000,0.00260926,0.99739074
td,binary,True,TEM,TMEM,TEM/TMEM,r5_single_short,r5_single_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,55.00000000,-55.00000000,-0.00000000,55.00000000,0.00512534,0.99487466
td,binary,True,TEM,TMEM,TEM/TMEM,r5_single_short,r5_single_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,91.00000000,-91.00000000,-0.00000000,91.00000000,0.00848010,0.99151990
td,binary,True,TEM,TMEM,TEM/TMEM,r6_high_density,r6_high_density__on_time,on_time,on_time,0,0.00000000,0,0,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,1.00000000
td,binary,True,TEM,TMEM,TEM/TMEM,r6_high_density,r6_high_density__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,366.00000000,-366.00000000,-0.00000000,366.00000000,0.03410679,0.96589321
td,binary,True,TEM,TMEM,TEM/TMEM,r6_high_density,r6_high_density__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,826.00000000,-826.00000000,-0.00000000,826.00000000,0.07697326,0.92302674
td,binary,True,TEM,TMEM,TEM/TMEM,r6_high_density,r6_high_density__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,846.00000000,-846.00000000,-0.00000000,846.00000000,0.07883701,0.92116299
td,binary,True,TEM,TMEM,TEM/TMEM,r6_high_density,r6_high_density__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,846.00000000,-846.00000000,-0.00000000,846.00000000,0.07883701,0.92116299
td,binary,True,TEM,TMEM,TEM/TMEM,r6_high_density,r6_high_density__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,846.00000000,-846.00000000,-0.00000000,846.00000000,0.07883701,0.92116299
td,binary,True,TEM,TMEM,TEM/TMEM,r6_high_density,r6_high_density__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,66.00000000,-66.00000000,-0.00000000,66.00000000,0.00615041,0.99384959
td,binary,True,TEM,TMEM,TEM/TMEM,r6_high_density,r6_high_density__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,366.00000000,-366.00000000,-0.00000000,366.00000000,0.03410679,0.96589321
td,binary,True,TEM,TMEM,TEM/TMEM,r6_high_density,r6_high_density__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,1463.00000000,-1463.00000000,-0.00000000,1463.00000000,0.13633399,0.86366601
td,binary,True,TEM,TMEM,TEM/TMEM,r6_high_density,r6_high_density__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,3196.00000000,-3196.00000000,-0.00000000,3196.00000000,0.29782872,0.70217128
td,binary,True,TEM,TMEM,TEM/TMEM,r6_high_density,r6_high_density__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,4413.00000000,-4413.00000000,-0.00000000,4413.00000000,0.41123847,0.58876153
tdir,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.77777778,0.77777778,1.00000000,0.22222222,0.25531915,0.74468085
tdir,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.50000000,0.50000000,1.00000000,0.50000000,0.57446809,0.42553191
tdir,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.38888889,0.38888889,1.00000000,0.61111111,0.70212766,0.29787234
tdir,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.93209877,0.93209877,1.00000000,0.06790123,0.07801418,0.92198582
tdir,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.78395062,0.78395062,1.00000000,0.21604938,0.24822695,0.75177305
tdir,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.53086420,0.53086420,1.00000000,0.46913580,0.53900709,0.46099291
tdir,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.27777778,0.27777778,1.00000000,0.72222222,0.82978723,0.17021277
tdir,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.12962963,0.12962963,1.00000000,0.87037037,1.00000000,0.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.86111111,0.86111111,1.00000000,0.13888889,0.15957447,0.84042553
tdir,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.62500000,0.62500000,1.00000000,0.37500000,0.43085106,0.56914894
tdir,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.44444444,0.44444444,1.00000000,0.55555556,0.63829787,0.36170213
tdir,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
tdir,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.96000000,0.96000000,1.00000000,0.04000000,0.04595745,0.95404255
tdir,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.68000000,0.68000000,1.00000000,0.32000000,0.36765957,0.63234043
tdir,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.44000000,0.44000000,1.00000000,0.56000000,0.64340426,0.35659574
tdir,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.28000000,0.28000000,1.00000000,0.72000000,0.82723404,0.17276596
tdir,binary,False,TEM,PTDM,TEM/PTDM,r5_single_short,r5_single_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
